0.000000000000000000e+00,2.173050000000000068e+02,8.248200000000000500e+02,2.615746000000000095e+03,3.372079999999999927e+03,7.744489999999999554e+02,1.725146999999999935e+03,3.203132999999999811e+03,2.065623999999999796e+03,1.966451000000000022e+03,1.602826999999999998e+03,1.279191000000000031e+03,2.561286000000000058e+03,3.228367000000000189e+03,3.431751999999999953e+03,2.290239999999999782e+03,3.136563000000000102e+03,2.240099000000000160e+03,7.730399999999999636e+02,1.115507000000000062e+03,1.231204999999999927e+03,1.084077999999999975e+03,6.057029999999999745e+02,2.913650000000000091e+02,2.805550000000000182e+03,1.339119999999999891e+03,1.037593000000000075e+03,2.288909999999999854e+03,2.591215999999999894e+03,2.164251999999999953e+03,2.468693000000000211e+03,3.413617000000000189e+03
2.178839999999999861e+02,0.000000000000000000e+00,6.582889999999999873e+02,2.449215000000000146e+03,3.321132000000000062e+03,7.426589999999999918e+02,1.583275000000000091e+03,3.341755999999999858e+03,2.218416000000000167e+03,2.152579999999999927e+03,1.612242999999999938e+03,1.491865999999999985e+03,2.567559000000000196e+03,3.242356999999999971e+03,3.428726000000000113e+03,2.296514000000000124e+03,3.133536999999999807e+03,2.154255999999999858e+03,8.704769999999999754e+02,1.120205999999999904e+03,1.221779999999999973e+03,1.179171000000000049e+03,7.584950000000000045e+02,4.774950000000000045e+02,2.811824000000000069e+03,1.271291999999999916e+03,8.957210000000000036e+02,2.295182999999999993e+03,2.664048999999999978e+03,2.170525000000000091e+03,2.474967000000000098e+03,3.410590000000000146e+03
8.251440000000000055e+02,6.676620000000000346e+02,0.000000000000000000e+00,1.798578999999999951e+03,2.670496000000000095e+03,1.408527000000000044e+03,2.249143000000000029e+03,3.198480000000000018e+03,2.882364999999999782e+03,1.973453999999999951e+03,1.468967000000000098e+03,1.966387999999999920e+03,2.424282999999999902e+03,3.099081000000000131e+03,3.181014999999999873e+03,2.153237999999999829e+03,2.885826000000000022e+03,1.628358999999999924e+03,1.529641000000000076e+03,1.786074000000000069e+03,1.887647999999999911e+03,1.838335000000000036e+03,1.422443999999999960e+03,9.008220000000000027e+02,2.668547999999999774e+03,1.937160000000000082e+03,1.561588999999999942e+03,2.151907000000000153e+03,2.520773000000000138e+03,2.027249000000000024e+03,2.331690999999999804e+03,2.788371000000000095e+03
2.631690000000000055e+03,2.474206999999999880e+03,1.813451999999999998e+03,0.000000000000000000e+00,8.853630000000000564e+02,3.215072000000000116e+03,4.055688000000000102e+03,2.251166999999999916e+03,4.593784999999999854e+03,2.006788999999999987e+03,1.489335000000000036e+03,3.574512999999999920e+03,1.476970000000000027e+03,2.151766999999999825e+03,1.845233999999999924e+03,1.539856999999999971e+03,1.837634000000000015e+03,6.027309999999999945e+02,3.336186000000000149e+03,3.592619000000000142e+03,3.694193000000000211e+03,3.644880000000000109e+03,3.133864000000000033e+03,2.638940000000000055e+03,1.721234999999999900e+03,3.743704999999999927e+03,3.368134000000000015e+03,1.394489000000000033e+03,1.655866999999999962e+03,1.413867999999999938e+03,1.475596000000000004e+03,1.003238000000000056e+03
3.366063999999999851e+03,3.295157000000000153e+03,2.668907999999999902e+03,8.857540000000000191e+02,0.000000000000000000e+00,4.036021999999999935e+03,4.876637999999999920e+03,2.019958000000000084e+03,5.307832000000000335e+03,2.312505000000000109e+03,2.117893000000000029e+03,4.203070999999999913e+03,1.782685999999999922e+03,1.828647999999999911e+03,1.299464999999999918e+03,1.845571999999999889e+03,1.373834000000000060e+03,1.190087999999999965e+03,4.132661000000000058e+03,4.413569000000000415e+03,4.515143000000000029e+03,4.465829999999999927e+03,3.847911000000000058e+03,3.352987000000000080e+03,1.810925999999999931e+03,4.564654999999999745e+03,4.189083999999999833e+03,1.700204999999999927e+03,1.961583000000000084e+03,1.719584000000000060e+03,1.781310999999999922e+03,2.801700000000000159e+02
7.742830000000000155e+02,7.422329999999999472e+02,1.397487000000000080e+03,3.188413000000000011e+03,4.060329999999999927e+03,0.000000000000000000e+00,9.212129999999999654e+02,3.880110999999999876e+03,1.901132000000000062e+03,2.643429999999999836e+03,2.329673999999999978e+03,1.761705999999999904e+03,3.284989999999999782e+03,3.905344999999999800e+03,4.146157000000000153e+03,3.013945000000000164e+03,3.850967999999999847e+03,2.893454000000000178e+03,7.937060000000000173e+02,3.879879999999999995e+02,4.895629999999999882e+02,6.854710000000000036e+02,9.045320000000000391e+02,9.683440000000000509e+02,3.529255000000000109e+03,5.974790000000000418e+02,3.826150000000000091e+02,3.012614000000000033e+03,3.268195000000000164e+03,2.887956000000000131e+03,3.192398000000000138e+03,4.128021999999999935e+03
1.723432000000000016e+03,1.582893000000000029e+03,2.238146999999999935e+03,4.029072999999999865e+03,4.900989999999999782e+03,9.206009999999999991e+02,0.000000000000000000e+00,4.829260000000000218e+03,2.419523000000000138e+03,3.592579000000000178e+03,3.170333999999999833e+03,2.455588999999999942e+03,4.125649999999999636e+03,4.800448000000000320e+03,4.986817000000000007e+03,3.854605000000000018e+03,4.691627999999999702e+03,3.734114000000000033e+03,1.491921000000000049e+03,7.087459999999999809e+02,4.968609999999999900e+02,1.215821999999999889e+03,1.778840999999999894e+03,1.917492999999999938e+03,4.369914999999999964e+03,3.467640000000000100e+02,7.521530000000000200e+02,3.853273999999999887e+03,4.217344000000000051e+03,3.728615999999999985e+03,4.033057999999999993e+03,4.968680999999999585e+03
3.199146999999999935e+03,3.342652999999999793e+03,3.197197000000000116e+03,2.251880999999999858e+03,2.043244999999999891e+03,3.876681000000000040e+03,4.827378999999999905e+03,0.000000000000000000e+00,4.274226999999999862e+03,1.240038999999999987e+03,1.734357999999999947e+03,2.923061999999999898e+03,7.742630000000000337e+02,1.936529999999999916e+02,8.199519999999999982e+02,1.296874000000000024e+03,6.551810000000000400e+02,1.719728000000000065e+03,3.486213999999999942e+03,4.267689999999999600e+03,4.333436999999999898e+03,3.976585999999999785e+03,3.198257999999999811e+03,2.911099999999999909e+03,5.336290000000000191e+02,4.441353000000000065e+03,4.139824999999999818e+03,1.057103000000000065e+03,8.812500000000000000e+02,1.259532999999999902e+03,9.478840000000000146e+02,1.753941000000000031e+03
2.069007999999999811e+03,2.221719999999999800e+03,2.889228000000000065e+03,4.580293999999999869e+03,5.310778000000000247e+03,1.902476000000000113e+03,2.417630999999999858e+03,4.275737000000000080e+03,0.000000000000000000e+00,3.149148999999999887e+03,3.324628999999999905e+03,1.393939000000000078e+03,3.942815000000000055e+03,4.400707000000000335e+03,4.890082999999999629e+03,3.720070999999999913e+03,4.617403000000000247e+03,4.076871999999999844e+03,1.411539999999999964e+03,1.705175999999999931e+03,1.936907999999999902e+03,1.303140000000000100e+03,1.469448000000000093e+03,1.960644999999999982e+03,4.070876000000000204e+03,2.074913000000000011e+03,2.274385999999999967e+03,4.010711999999999989e+03,3.773914000000000215e+03,3.736231999999999971e+03,4.017443999999999960e+03,5.250390000000000327e+03
1.964656999999999925e+03,2.151536000000000058e+03,1.976152000000000044e+03,2.008450000000000045e+03,2.294539999999999964e+03,2.642190999999999804e+03,3.592889000000000124e+03,1.241743999999999915e+03,3.147697999999999865e+03,0.000000000000000000e+00,7.227619999999999436e+02,1.855650000000000091e+03,7.987300000000000182e+02,1.266979000000000042e+03,1.745997000000000071e+03,5.800560000000000400e+02,1.473317000000000007e+03,1.476297000000000025e+03,2.251724000000000160e+03,3.033199999999999818e+03,3.098947000000000116e+03,2.710005000000000109e+03,1.963768000000000029e+03,1.676608999999999924e+03,9.267899999999999636e+02,3.206862999999999829e+03,2.905335000000000036e+03,7.329800000000000182e+02,6.298279999999999745e+02,5.962169999999999845e+02,8.733579999999999472e+02,2.192682999999999993e+03
