0.000000000000000000e+00,2.143611111111110912e+00,7.434444444444444855e+00,2.383166666666666700e+01,3.046777777777777629e+01,7.341111111111111143e+00,1.580416666666666714e+01,2.905027777777777942e+01,1.854305555555555429e+01,1.756305555555555387e+01,1.437277777777777743e+01,1.157083333333333286e+01,2.279027777777777786e+01,2.883583333333333343e+01,3.081138888888888872e+01,2.091666666666666785e+01,2.857111111111111157e+01,2.055499999999999972e+01,7.065277777777778212e+00,1.088000000000000078e+01,1.164388888888888829e+01,1.036972222222222229e+01,5.548888888888888538e+00,2.686666666666666536e+00,2.492861111111110972e+01,1.283861111111111164e+01,9.607222222222222996e+00,2.059277777777777629e+01,2.314361111111110958e+01,1.941277777777777658e+01,2.266166666666666529e+01,3.057472222222222058e+01,1.277777777777777857e+01,8.247777777777777430e+00,6.235277777777778141e+00
2.137777777777777999e+00,0.000000000000000000e+00,6.105000000000000426e+00,2.250222222222222257e+01,2.970361111111111185e+01,6.870000000000000107e+00,1.457472222222222236e+01,2.976249999999999929e+01,2.004111111111111043e+01,1.926166666666666671e+01,1.434861111111111143e+01,1.348611111111111072e+01,2.272722222222222399e+01,2.887888888888888772e+01,3.065138888888888857e+01,2.085361111111111043e+01,2.841138888888889014e+01,1.981638888888888772e+01,8.008611111111111569e+00,1.073083333333333300e+01,1.135611111111111171e+01,1.121250000000000036e+01,7.047222222222222499e+00,4.385277777777777608e+00,2.486555555555555586e+01,1.200111111111111128e+01,8.377499999999999503e+00,2.052972222222222243e+01,2.430527777777777843e+01,1.934972222222222271e+01,2.259861111111111143e+01,3.041472222222222399e+01,1.196527777777777857e+01,6.918333333333333002e+00,4.850555555555555287e+00
7.495277777777777928e+00,6.260277777777777608e+00,0.000000000000000000e+00,1.659055555555555728e+01,2.379166666666666785e+01,1.291249999999999964e+01,2.061722222222222101e+01,2.841388888888888786e+01,2.583166666666666700e+01,1.846944444444444500e+01,1.300000000000000000e+01,1.788583333333333414e+01,2.137861111111111256e+01,2.753027777777777629e+01,2.860083333333333400e+01,1.950499999999999901e+01,2.636055555555555685e+01,1.446111111111111036e+01,1.394611111111111157e+01,1.677333333333333343e+01,1.739861111111111214e+01,1.714999999999999858e+01,1.283750000000000036e+01,8.439722222222222570e+00,2.351694444444444443e+01,1.804361111111111171e+01,1.441999999999999993e+01,1.918111111111111100e+01,2.295638888888888829e+01,1.800111111111111128e+01,2.125000000000000000e+01,2.497916666666666785e+01,7.299166666666666359e+00,5.117777777777777537e+00,1.028694444444444400e+01
2.384222222222222243e+01,2.260722222222222300e+01,1.658777777777777729e+01,0.000000000000000000e+00,8.586111111111110361e+00,2.925916666666666544e+01,3.696388888888888857e+01,2.016305555555555529e+01,4.153722222222221916e+01,1.907472222222222058e+01,1.347972222222222172e+01,3.248444444444444201e+01,1.312777777777777821e+01,1.927944444444444372e+01,1.837472222222222129e+01,1.454861111111111072e+01,1.710194444444444528e+01,6.025555555555555998e+00,3.029305555555555429e+01,3.311999999999999744e+01,3.374555555555555486e+01,3.349694444444444485e+01,2.854305555555555429e+01,2.403888888888888786e+01,1.526611111111111185e+01,3.439055555555555799e+01,3.076694444444444443e+01,1.282138888888888850e+01,1.539388888888888829e+01,1.304472222222222300e+01,1.340583333333333371e+01,9.773611111111110361e+00,1.155194444444444457e+01,2.047361111111111143e+01,2.663361111111111157e+01
3.035361111111111043e+01,2.968166666666666842e+01,2.381777777777777771e+01,8.608888888888888147e+00,0.000000000000000000e+00,3.633361111111111086e+01,4.403833333333333400e+01,1.914527777777777828e+01,4.759916666666666885e+01,2.169388888888888900e+01,1.916305555555555529e+01,3.816777777777777914e+01,1.574694444444444485e+01,1.726500000000000057e+01,1.242138888888888815e+01,1.716750000000000043e+01,1.407000000000000028e+01,1.115361111111111114e+01,3.713305555555555770e+01,4.019444444444444287e+01,4.082000000000000028e+01,4.057138888888889028e+01,3.460527777777777914e+01,3.010111111111111271e+01,1.680638888888888971e+01,4.146500000000000341e+01,3.784138888888888630e+01,1.544027777777777821e+01,1.801305555555555671e+01,1.566361111111111093e+01,1.602472222222222342e+01,2.747777777777777874e+00,1.761416666666666586e+01,2.777138888888888957e+01,3.386361111111111200e+01
7.305277777777777537e+00,6.891388888888888786e+00,1.287416666666666742e+01,2.927138888888888957e+01,3.647249999999999659e+01,0.000000000000000000e+00,9.025277777777777288e+00,3.533888888888888857e+01,1.729749999999999943e+01,2.385166666666666657e+01,2.090583333333333371e+01,1.594944444444444365e+01,2.928472222222222143e+01,3.512472222222222484e+01,3.720888888888888602e+01,2.741111111111111143e+01,3.496861111111110887e+01,2.658527777777777601e+01,7.509722222222221966e+00,4.103888888888889142e+00,4.729166666666666963e+00,6.654444444444444606e+00,8.422222222222222499e+00,8.975277777777778354e+00,3.142305555555555685e+01,5.923888888888888538e+00,3.591111111111111143e+00,2.708694444444444471e+01,2.943250000000000099e+01,2.590694444444444500e+01,2.915611111111111242e+01,3.697222222222222143e+01,1.873416666666666686e+01,1.298888888888888893e+01,7.804444444444444073e+00
1.580000000000000071e+01,1.458916666666666728e+01,2.057194444444444414e+01,3.696916666666666629e+01,4.417027777777777686e+01,9.087222222222221646e+00,0.000000000000000000e+00,4.383361111111111086e+01,2.213666666666666671e+01,3.234638888888888886e+01,2.860388888888888914e+01,2.252194444444444343e+01,3.698250000000000171e+01,4.313416666666666544e+01,4.490666666666666629e+01,3.510888888888889170e+01,4.266666666666666430e+01,3.428333333333333144e+01,1.393027777777777843e+01,7.250555555555555642e+00,5.052222222222222392e+00,1.174000000000000021e+01,1.653444444444444272e+01,1.746999999999999886e+01,3.912083333333333002e+01,3.793611111111111267e+00,6.999722222222222179e+00,3.478499999999999659e+01,3.792722222222221973e+01,3.360499999999999687e+01,3.685388888888888914e+01,4.467000000000000171e+01,2.643194444444444358e+01,1.900611111111111029e+01,1.382166666666666721e+01
2.892388888888888943e+01,2.981333333333333258e+01,2.840944444444444272e+01,2.020611111111110958e+01,1.934388888888888758e+01,3.526361111111111057e+01,4.372666666666666657e+01,0.000000000000000000e+00,3.790888888888888886e+01,1.163194444444444464e+01,1.570361111111111185e+01,2.605333333333333456e+01,7.115277777777778034e+00,1.998611111111111116e+00,7.817499999999999893e+00,1.235888888888888815e+01,6.591666666666666785e+00,1.533638888888888907e+01,3.144222222222222385e+01,3.861305555555555458e+01,3.956666666666666998e+01,3.558083333333333087e+01,2.886916666666666842e+01,2.637916666666666643e+01,4.996944444444444855e+00,4.076138888888888800e+01,3.752972222222221887e+01,9.971111111111111924e+00,8.281944444444444997e+00,1.135611111111111171e+01,8.835277777777777786e+00,1.658749999999999858e+01,2.058361111111111086e+01,3.335472222222222172e+01,3.421027777777777601e+01
1.847694444444444528e+01,2.000250000000000128e+01,2.575722222222222157e+01,4.153833333333333400e+01,4.759194444444444372e+01,1.732416666666666671e+01,2.217333333333333201e+01,3.773666666666666458e+01,0.000000000000000000e+00,2.847027777777777757e+01,2.963555555555555543e+01,1.225888888888888850e+01,3.615999999999999659e+01,3.910333333333333172e+01,4.418527777777777743e+01,3.429861111111111427e+01,4.179916666666666458e+01,3.684916666666666885e+01,1.251249999999999929e+01,1.528555555555555578e+01,1.746694444444444372e+01,1.165472222222222243e+01,1.313138888888888900e+01,1.753000000000000114e+01,3.649333333333333229e+01,1.879833333333333201e+01,2.070305555555555443e+01,3.585527777777777914e+01,3.405083333333333684e+01,3.437305555555555259e+01,3.697333333333333627e+01,4.686888888888888971e+01,2.990194444444444599e+01,2.657055555555555415e+01,2.317749999999999844e+01
1.746499999999999986e+01,1.923083333333333300e+01,1.841333333333333400e+01,1.909555555555555628e+01,2.167555555555555458e+01,2.380499999999999972e+01,3.226805555555555571e+01,1.168055555555555536e+01,2.845749999999999957e+01,0.000000000000000000e+00,6.383333333333333748e+00,1.682944444444444443e+01,7.883333333333333748e+00,1.146611111111111114e+01,1.590833333333333321e+01,6.027777777777777679e+00,1.352222222222222214e+01,1.422555555555555529e+01,1.998361111111110944e+01,2.715416666666666501e+01,2.810777777777777686e+01,2.429722222222222072e+01,1.741027777777777885e+01,1.492055555555555557e+01,8.216666666666666785e+00,2.930249999999999844e+01,2.607083333333333286e+01,7.713333333333332931e+00,5.774166666666666892e+00,6.102500000000000036e+00,8.696388888888888502e+00,2.061861111111111100e+01,1.173000000000000043e+01,2.335833333333333428e+01,2.341416666666666657e+01
